poll_reading_id,poll_sample_id,source_document_id,source_locator,contest_type,contest_id,question_order_status,question_order,document_display_order,question_text_status,question_text,scenario_label,population,turnout_screen,turnout_screen_text,denominator_type,denominator_text,unweighted_base_status,unweighted_base,weighted_base_status,weighted_base,reported_base_status,reported_base,tested_choice_set_status,response_coverage,reported_share_unit,reported_share_precision,notes,reading_purpose
forum_2014_jan22_release__r2,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.16 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz and David Soknacki?",Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r3,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.19 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Karen Stintz and David Soknacki?",Tory / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r4,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.22 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz and David Soknacki?",Ford / Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r5,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.25 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, John Tory and David Soknacki?",Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r6,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.28 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,6,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Olivia Chow, Karen Stintz and David Soknacki?",Stintz / Chow / Soknacki / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_jan22_release__r7,forum_city_2014_01_22_n1063,forum_2014_jan22_release,p.31 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,7,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1063,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_mar27_release__r1,forum_city_2014_03_27_n634,forum_2014_mar27_release,p.8 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Olivia Chow, Karen Stintz and David Soknacki?",Stintz / Chow / Soknacki / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,634,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2014_mar27_release__r2,forum_city_2014_03_27_n634,forum_2014_mar27_release,p.11 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,634,complete,complete,percent,0,Extracted from the [All Respondents] Total column; values agreed across two independent vision reads.,general_vote_intention
forum_2013_jul30_release__r1,forum_city_2013_07_29_n1368,forum_2013_jul30_release,p.4 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and MP Olivia Chow?",Ford / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1368,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jul30_release__r2,forum_city_2013_07_29_n1368,forum_2013_jul30_release,p.7 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and radio host John Tory?",Ford / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1368,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jul30_release__r3,forum_city_2013_07_29_n1368,forum_2013_jul30_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and Adam Giambrone?",Ford / Giambrone,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1368,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jul30_release__r4,forum_city_2013_07_29_n1368,forum_2013_jul30_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and Karen Stintz?",Ford / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1368,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov04_release__r1,forum_city_2013_11_04_n1393,forum_2013_nov04_release,p.4 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz and David Soknacki?",Ford / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1393,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov04_release__r2,forum_city_2013_11_04_n1393,forum_2013_nov04_release,p.7 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, David Soknacki and Olivia Chow?",Ford / Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1393,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov04_release__r3,forum_city_2013_11_04_n1393,forum_2013_nov04_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1393,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov04_release__r4,forum_city_2013_11_04_n1393,forum_2013_nov04_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, Karen Stintz and David Soknacki?",Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1393,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_sep23_release__r1,forum_city_2013_09_22_n1082,forum_2013_sep23_release,p.4 [All Respondents] Age / Gender Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow and John Tory?",Chow / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1082,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_sep23_release__r2,forum_city_2013_09_22_n1082,forum_2013_sep23_release,p.7 [All Respondents] Age / Gender Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Karen Stintz and Olivia Chow?",Stintz / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1082,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_sep23_release__r3,forum_city_2013_09_22_n1082,forum_2013_sep23_release,p.10 [All Respondents] Age / Gender Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow and Denzil Minnan-Wong?",Chow / Minnan-Wong,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1082,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_sep23_release__r4,forum_city_2013_09_22_n1082,forum_2013_sep23_release,p.13 [All Respondents] Age / Gender Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, John Tory and Karen Stintz?",Chow / Tory / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1082,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_sep23_release__r5,forum_city_2013_09_22_n1082,forum_2013_sep23_release,p.16 [All Respondents] Age / Gender Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Denzil Minnan-Wong and Karen Stintz?",Chow / Minnan-Wong / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1082,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r1,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.4 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz and David Soknacki?",Ford / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r2,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.7 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, David Soknacki and Olivia Chow?",Ford / Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r3,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz and David Soknacki?",Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r4,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r5,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.16 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r6,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.19 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,6,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory, Karen Stintz and David Soknacki?",Ford / Tory / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct31_release__r7,forum_city_2013_10_31_n1032,forum_2013_oct31_release,p.22 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,7,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Karen Stintz and David Soknacki?",Tory / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1032,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_mar13_release__r1,forum_city_2014_03_13_n1271,forum_2014_mar13_release,p.7 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1271,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_mar13_release__r2,forum_city_2014_03_13_n1271,forum_2014_mar13_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were John Tory, Olivia Chow, Karen Stintz and David Soknacki?",Stintz / Chow / Soknacki / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1271,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2014_mar13_release__r3,forum_city_2014_03_13_n1271,forum_2014_mar13_release,p.13 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, John Tory and Olivia Chow?",Ford / Tory / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1271,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r1,forum_city_2013_10_29_n1093,forum_2013_oct30_release,p.3 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, David Soknacki and Olivia Chow?",Ford / Stintz / Soknacki / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1093,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r2,forum_city_2013_10_29_n1093,forum_2013_oct30_release,p.6 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Karen Stintz, Olivia Chow, David Soknacki and John Tory?",Stintz / Chow / Soknacki / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1093,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r3,forum_city_2013_10_29_n1093,forum_2013_oct30_release,p.9 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, John Tory, David Soknacki and Karen Stintz?",Ford / Chow / Tory / Soknacki / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1093,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r4,forum_city_2013_10_29_n1093,forum_2013_oct30_release,p.12 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Karen Stintz, Olivia Chow, David Soknacki and Denzil Minnan-Wong?",Stintz / Chow / Soknacki / Minnan-Wong,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1093,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r5,forum_city_2013_10_29_n1093,forum_2013_oct30_release,p.15 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Denzil Minnan-Wong, David Soknacki and Karen Stintz?",Ford / Chow / Minnan-Wong / Soknacki / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1093,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_oct30_release__r6,forum_city_2013_10_30_n1041,forum_2013_oct30_release,p.18 [All Respondents] Total column (Oct 30 wave),mayoral,toronto-mayor-2014,not_reported,,6,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz and David Soknacki?",Ford / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1041,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov06_release__r1,forum_city_2013_11_06_n1157,forum_2013_nov06_release,p.22 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz and David Soknacki?",Ford / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1157,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov06_release__r2,forum_city_2013_11_06_n1157,forum_2013_nov06_release,p.25 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Karen Stintz, David Soknacki and Olivia Chow?",Ford / Chow / Stintz / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1157,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_nov06_release__r3,forum_city_2013_11_06_n1157,forum_2013_nov06_release,p.28 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Rob Ford, Olivia Chow, Karen Stintz, John Tory and David Soknacki?",Ford / Chow / Stintz / Tory / Soknacki,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1157,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r1,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.10 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and radio host John Tory?",Ford / Tory,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r2,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.12 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,2,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and Councillor Adam Vaughan?",Ford / Vaughan,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r3,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.14 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,3,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and federal MP Olivia Chow?",Ford / Chow,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r4,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.16 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,4,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and former Blue Jay slugger José Canseco?",Ford / Canseco,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r5,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.19 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,5,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and Councillor Denzil Minnan-Wong?",Ford / Minnan-Wong,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r6,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.22 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,6,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and TTC Chair Karen Stintz?",Ford / Stintz,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
forum_2013_jan25_release__r7,forum_city_2013_01_25_n1099,forum_2013_jan25_release,p.24 [All Respondents] Total column,mayoral,toronto-mayor-2014,not_reported,,7,reported,"If a mayoral election were held today, who would you vote for if the candidates were Mayor Rob Ford and Councillor Shelley Carroll?",Ford / Carroll,Toronto voters age 18+,none,,all_respondents,[All Respondents],not_reported,,not_reported,,reported,1099,complete,complete,percent,0,Extracted from the [All Respondents] Total column; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep13_report__r1,mainstreet_city_2014_09_12_n1054,mainstreet_2014_sep13_report,p.2 MAYORAL POLL — Including Undecided Voters Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,If an election were held today for whom would you cast your vote for mayor?,Chow / Doug Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,1054,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep13_report__r2,mainstreet_city_2014_09_12_n1054,mainstreet_2014_sep13_report,p.2 MAYORAL POLL — Among Decided Voters,mayoral,toronto-mayor-2014,not_reported,,2,reported,If an election were held today for whom would you cast your vote for mayor?,Chow / Doug Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep21_report__r1,mainstreet_city_2014_09_21_n2469,mainstreet_2014_sep21_report,p.2 MAYORAL POLL [Including Undecided Voters] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Undecided; order randomized)",Chow / Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,2469,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep21_report__r2,mainstreet_city_2014_09_21_n2469,mainstreet_2014_sep21_report,p.2 MAYORAL POLL [Among Decided Voters],mayoral,toronto-mayor-2014,not_reported,,2,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Undecided; order randomized)",Chow / Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep28_report__r1,mainstreet_city_2014_09_28_n2409,mainstreet_2014_sep28_report,p.2 MAYORAL POLL — INCLUDING UNDECIDED VOTERS,mayoral,toronto-mayor-2014,not_reported,,1,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Undecided; order randomized)",Chow / Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,2409,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_sep28_report__r2,mainstreet_city_2014_09_28_n2409,mainstreet_2014_sep28_report,p.2 MAYORAL POLL — AMONG DECIDED VOTERS,mayoral,toronto-mayor-2014,not_reported,,2,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote? (Olivia Chow, Doug Ford, John Tory, Undecided; order randomized)",Chow / Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_oct05_report__r1,mainstreet_city_2014_10_05_n2379,mainstreet_2014_oct05_report,p.2 MAYORAL POLL [Including Undecided Voters] Total column,mayoral,toronto-mayor-2014,not_reported,,1,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote?",Chow / Ford / Tory,Toronto voters age 18+,none,,all_respondents,Including Undecided Voters,not_reported,,not_reported,,reported,2379,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
mainstreet_2014_oct05_report__r2,mainstreet_city_2014_10_05_n2379,mainstreet_2014_oct05_report,p.2 MAYORAL POLL [Among Decided Voters],mayoral,toronto-mayor-2014,not_reported,,2,reported,"Thinking about the race for Mayor, if an election were held today, for whom would you cast your vote?",Chow / Ford / Tory,Toronto voters age 18+,none,,decided_respondents,Among Decided Voters,not_reported,,not_reported,,not_reported,,complete,complete,percent,0,Extracted from the all-respondents (including-undecided) mayoral table; agreed across two independent vision reads.,general_vote_intention
